Code,City,Airport,Country
HIP,Headingly,Headingly,Australia
HIR,Honiara,Henderson International,Solomon Islands
HIS,Hayman Island,Hayman Island,Australia
HIT,Hivaro,Hivaro,Papua New Guinea
HIW,Hiroshima,Hiroshima West,Japan
HIX,Hiva Oa,Hiva Oa,French Polynesia
HJR,Khajuraho,Khajuraho,India
HJT,Khujirt,Khujirt,Mongolia
HKA,Blytheville (AR),Municipal,USA
HKB,Healy Lake (AK),Healy Lake,USA
HKD,Hakodate,Hakodate,Japan
HKG,Hong Kong,Hong Kong International,"Hong Kong, PR China"
HKK,Hokitika,Hokitika Airport,New Zealand
HKN,Hoskins,Hoskins,Papua New Guinea
HKS,Jackson (MS),Hawkins Field,USA
HKT,Phuket,International,Thailand
HKV,Haskovo,Haskovo,Bulgaria
HKY,Hickory (NC),Hickory,USA
HLA,Lanseria,Lanseria,South Africa
HLB,Batesville (IN),Hillenbrand,USA
HLC,Hill City (KS),Hill City,USA
HLD,Hailar,Hailar,PR China
HLF,Hultsfred,Hultsfred,Sweden
HLG,Wheeling (WV),Ohio County,USA
HLH,Ulanhot,Ulanhot,PR China
HLI,Hollister (CA),Hollister,USA
HLJ,Shauliaj,Shauliaj,Lithuania
HLL,Hillside,Hillside,Australia
HLM,Holland (MI),Park Township,USA
HLN,Helena (MT),Helena Regional,USA
HLP,Jakarta,Halim Perdana Kusuma,Indonesia
HLR,Killeen (TX),Fort Hood AAF,USA
HLS,St Helens,St Helens,Australia
HLT,Hamilton,Hamilton,Australia
HLU,Houailou,Houailou,New Caledonia
HLV,Helenvale,Helenvale,Australia
HLW,Hluhluwe,Hluhluwe,South Africa
HLY,Holyhead,Holyhead,United Kingdom
HLZ,Hamilton,Hamilton,New Zealand
HME,Hassi Messaoud,Oued Irara Apt,Algeria
HMG,Hermannsburg,Hermannsburg,Australia
HMI,Hami,Hami,PR China
HMJ,Khmelnitskiy,Khmelnitskiy,Ukraine
HMN,Alamogordo (NM),Holloman AFB,USA
HMO,Hermosillo,Gen Pesqueira Garcia,Mexico
HMR,Hamar,Hamar Airport,Norway
HMS,Homeshore (AK),Homeshore,USA
HMT,Hemet (CA),Ryan Field,USA
HMV,Hemavan,Hemavan,Sweden
HNA,Morioka,Hanamaki,Japan
HNB,Huntingburg (IN),Municipal,USA
HNC,Hatteras (NC),Hatteras,USA
HND,Tokyo,Haneda,Japan
HNE,Tahneta Pass Lodge (AK),Tahneta Pass,USA
HNG,Hienghene,Hienghene,New Caledonia
HNH,Hoonah (AK),Hoonah,USA
HNI,Heiweni,Heiweni,Papua New Guinea
HNK,Hinchinbrook Island,Hinchinbrook Island,Australia
HNL,Honolulu (HI),International,USA
HNM,Hana (HI),Hana,USA
HNN,Honinabi,Honinabi,Papua New Guinea
HNO,Herceg Novi,Herceg Novi Airport,Montenegro
HNS,Haines (AK),Municipal,USA
HNX,Hanna (WY),Hanna,USA
HNY,Hengyang,Hengyang,PR China
HOA,Hola,Hola,Kenya
HOB,Hobbs (NM),Lea County,USA
HOC,Komako,Komako,Papua New Guinea
HOD,Hodeidah,Hodeidah Airport,Yemen
HOE,Houeisay,Houeisay,Lao PDR
HOF,Hofuf,Al Hasa,Saudi Arabia
HOG,Holguin,Frank Pais,Cuba
HOH,Hohenems,Hohenems,Austria
HOI,Hao Island,Hao Island,French Polynesia
HOK,Hooker Creek,Hooker Creek,Australia
HOL,Holikachu (AK),Holikachu,USA
HOM,Homer (AK),Homer,USA
HON,Huron (SD),Howes,USA
HOO,Quanduc,Nhon Co,Viet Nam
HOP,Hopkinsville (KY),Campbell AAF,USA
HOQ,Hof,Hof,Germany
HOR,Horta,Horta,Portugal
HOS,Chos Malal,Oscar Reguera,Argentina
HOT,Hot Springs (AR),Memorial Field,USA
HOU,Houston (TX),Hobby,USA
HOV,Orsta-Volda,Hovden,Norway
HOW,Fort Kobbe,Howard AFB,Panama
HOX,Homalin,Homalin,Myanmar
HOY,Hoy Island,Hoy Island,United Kingdom
HPA,Ha'Apai,Salote Pilolevu,Tonga
HPB,Hooper Bay (AK),Hooper Bay,USA
HPE,Hope Vale,Hope Vale,Australia
HPH,Haiphong,Catbi,Viet Nam
HPN,Westchester County (NY),Westchester County Apt,USA
HPR,Pretoria,Central Hpr,South Africa
HPT,Hampton IA,Municipal,USA
HPV,Kauai Island (HI),Princeville,USA
HPY,Baytown (TX),Baytown,USA
HQM,Hoquiam (WA),Bowerman Airport,USA
HRA,Mansehra,Mansehra,Pakistan
HRB,Harbin,Harbin,PR China
HRC,Zhairem,Zhairem,Kazakhstan
HRE,Harare,Harare,Zimbabwe
HRG,Hurghada,Hurghada,Egypt
HRJ,Chaurjhari,Chaurjhari,Nepal
HRK,Kharkov,Kharkov,Ukraine
HRL,Harlingen (TX),Valley International,USA
HRM,Hassi R'Mel,Tilrempt,Algeria
HRN,Heron Island,Heliport,Australia
HRO,Harrison (AR),Boone County,USA
HRR,Herrera,Herrera,Colombia
HRS,Harrismith,Harrismith Airport,South Africa
HRT,Harrogate,Linton-On-Ouse,United Kingdom
HRY,Henbury,Henbury,Australia
HRZ,Horizontina,Horizontina,Brazil
HSB,Harrisburg (IL),Raleigh,USA
HSC,Shaoguan,Shaoguan,PR China
HSG,Saga,Saga,Japan
HSH,Las Vegas (NV),Henderson Sky Harbor,USA
HSI,Hastings (NE),Hastings,USA
HSL,Huslia (AK),Huslia,USA
HSM,Horsham,Horsham,Australia
HSN,Zhoushan,Zhoushan,PR China
HSP,Hot Springs (VA),Ingalls Field,USA
HSS,Hissar,Hissar,India
HST,Homestead (FL),AFB,USA
HSV,Huntsville (AL),Madison County,USA
HSZ,Hsinchu,Hsinchu,Taiwan
HTA,Chita,Chita,Russia
HTB,Terre-de-Bas,Terre-de-Bas,Guadeloupe
HTF,Hatfield,Hatfield,United Kingdom
HTG,Hatanga,Hatanga,Russia
HTH,Hawthorne (NV),Hawthorne,USA
HTI,Hamilton Island,Hamilton Island,Australia
HTL,Houghton (MI),Roscommon County,USA
HTN,Hotan,Hotan,PR China
HTO,East Hampton (NY),East Hampton,USA
HTR,Hateruma,Hateruma,Japan
HTS,Huntington (WV),Tri-State/Milton,USA
HTU,Hopetoun,Hopetoun,Australia
HTV,Huntsville (TX),Huntsville,USA
HTW,Chesapeake (OH),Huntington County,USA
HTZ,Hato Corozal,Hato Corozal,Colombia
HUA,Huntsville (AL),Redstone AAF,USA
HUB,Humbert River,Humbert River,Australia
HUC,Humacao,Humacao Airport,Puerto Rico
HUD,Humboldt IA,Humboldt,USA
HUE,Humera,Humera,Ethiopia
HUF,Terre Haute (IN),Hulman Field,USA
HUG,Huehuetenango,Huehuetenango,Guatemala
HUH,Huahine,Huahine,French Polynesia
HUI,Hue,Phu Bai,Viet Nam
HUJ,Hugo (OK),Hugo,USA
HUK,Hukuntsi,Hukuntsi,Botswana
HUL,Houlton (ME),International,USA
HUM,Houma (LA),Terrebonne,USA
HUN,Hualien,Hualien,Taiwan
HUQ,Houn,Houn,Libya
HUS,Hughes (AK),Municipal,USA
HUT,Hutchinson (KS),Hutchinson,USA
HUU,Huanuco,Huanuco,Peru
HUV,Hudiksvall,Hudiksvall,Sweden
HUX,Huatulco,Huatulco,Mexico
HUY,Humberside,Humberside Airport,United Kingdom
HUZ,Huizhou,Huizhou,PR China
HVA,Analalava,Analalava,Madagascar
HVB,Hervey Bay,Hervey Bay,Australia
HVD,Khovd,Khovd,Mongolia
HVE,Hanksville (UT),Intermediate,USA
HVG,Honningsvag,Valan,Norway
HVK,Holmavik,Holmavik,Iceland
HVM,Hvammstangi,Hvammstangi,Iceland
HVN,New Haven (CT),Tweed New Haven Airport,USA
HVR,Havre (MT),City County,USA
HVS,Hartsville (SC),Municipal,USA
HWA,Hawabango,Hawabango,Papua New Guinea
HWD,Hayward (CA),Air Terminal,USA
HWI,Hawk Inlet (AK),SPB,USA
HWK,Hawker,Wilpena Pound,Australia
HWN,Hwange Nat Park,Hwange Nat Park,Zimbabwe
HWO,Hollywood (FL),North Perry,USA
HXX,Hay,Hay,Australia
HYA,Hyannis (MA),Barnstable,USA
HYC,High Wycombe,High Wycombe,United Kingdom
HYD,Hyderabad,Rajiv Gandhi International Airport,"Andhra Pradesh, India"
HYF,Hayfields,Hayfields,Papua New Guinea
HYG,Hydaburg (AK),SPB,USA
HYL,Hollis (AK),SPB,USA
HYN,Taizhou,Taizhou Luqiao Airport,"Zhejiang, PR China"
HYR,Hayward (WI),Municipal,USA
HYS,Hays (KS),Municipal,USA
HYV,Hyvinkaa,Hyvinkaa,Finland
HZB,Hazebrouck,Merville/Calonne,France
HZG,Hanzhong,Hanzhong Chenggu Airport,"Shaanxi, China"
HZK,Husavik,Husavik,Iceland
HZL,Hazleton (PA),Hazleton,USA
HZV,Hazyview,Hazyview,South Africa
IAA,Igarka,Igarka,Russia
IAB,Wichita (KS),Mcconnell AFB,USA
IAD,"Washington, DC",Dulles International,USA
IAG,Niagara Falls (NY),International,USA
IAH,Houston (TX),George Bush Intercontinental,USA
IAM,In Amenas,In Amenas,Algeria
IAN,Kiana (AK),Bob Barker Memorial,USA
IAQ,Bahregan,Bahregan,Iran
IAR,Yaroslavl,Yaroslavl,Russia
IAS,Iasi,Iasi,Romania
IAU,Iaura,Iaura,Papua New Guinea
IBA,Ibadan,Ibadan,Nigeria
IBE,Ibague,Ibague,Colombia
IBI,Iboki,Iboki,Papua New Guinea
IBO,Ibo,Ibo,Mozambique
IBP,Iberia,Iberia,Peru
IBZ,Ibiza,Ibiza,"Balearic Islands, Spain"
ICA,Icabaru,Icabaru,Venezuela
ICI,Cicia,Cicia,Fiji
ICK,Nieuw Nickerie,Nieuw Nickerie,Suriname
ICL,Clarinda IA,Municipal,USA
ICN,Seoul,Incheon International Airport,South Korea
ICO,Sicogon Island,Sicogon Island,Philippines
ICR,Nicaro,Nicaro,Cuba
ICT,Wichita (KS),Mid-Continent,USA
ICY,Icy Bay (AK),Icy Bay,USA
IDA,Idaho Falls (ID),Fanning Field,USA
IDB,Idre,Idre,Sweden
IDF,Idiofa,Idiofa,Congo (DRC)
IDG,Ida Grove IA,Municipal,USA
IDI,Indiana (PA),Indiana,USA
IDK,Indulkana,Indulkana,Australia
IDN,Indagen,Indagen,Papua New Guinea
IDO,Santa Isabel do Morro,Santa Isabel Do Morro,Brazil
IDP,Independence (KS),Independence,USA
IDR,Indore,Indore,India
IDY,Ile d'Yeu,Ile d'Yeu,France
IEG,Zielona Gora,Babimost,Poland
IEJ,Iejima,Iejima,Japan
IES,Riesa,Riesa,Germany
IEV,Kiev,Zhulhany,Ukraine
IFA,Iowa Falls IA,Iowa Falls,USA
IFF,Iffley,Iffley,Australia
IFJ,Isafjordur,Isafjordur,Iceland
IFL,Innisfail,Innisfail,Australia
IFN,Isfahan,Isfahan,Iran
IFO,Ivano-Frankovsk,Ivano-Frankovsk,Ukraine
IFP,Bullhead City (AZ),Laughlin Bullhead International,USA
IGA,Inagua,Inagua,Bahamas
IGB,Ingeniero Jacobacci,Ingeniero Jacobacci,Argentina
IGE,Iguela,Iguela,Gabon
IGG,Igiugig (AK),Igiugig,USA
IGH,Ingham,Ingham,Australia
IGL,Izmir,Cigli Military Airport,Turkey
IGM,Kingman (AZ),Kingman,USA
IGN,Iligan,Maria Cristina Airport,Philippines
IGO,Chigorodo,Chigorodo,Colombia
IGR,Iguazu,Cataratas,Argentina
IGU,Iguassu Falls,Cataratas,Brazil
IHA,Niihama,Niihama,Japan
IHN,Qishn,Qishn,Yemen
IHO,Ihosy,Ihosy,Madagascar
IHU,Ihu,Ihu,Papua New Guinea
IIA,Inishmaan,Inishmaan,Ireland
IIN,Nishinoomote,Nishinoomote,Japan
IIS,Nissan Island,Nissan Island,Papua New Guinea
IJK,Izhevsk,Izhevsk,Russia
IJU,Ijui,J.Batista Bos Filho,Brazil
IJX,Jacksonville (IL),Municipal,USA
IKA,Tehran,Imam Khomeini International Airport,Iran
IKB,Wilkesboro (NC),Wilkes County,USA
IKI,Iki,Iki,Japan
IKK,Kankakee (IL),Greater Kankakee,USA
IKL,Ikela,Ikela,Congo (DRC)
IKO,Nikolski (AK),Nikolski AFS,USA
IKP,Inkerman,Inkerman,Australia
IKS,Tiksi,Tiksi,Russia
IKT,Irkutsk,Irkutsk,Russia
ILA,Illaga,Illaga,Indonesia
ILB,Ilha Solteira,Ilha Solteira,Brazil
ILE,Killeen (TX),Municipal,USA
ILF,Ilford,Ilford,Canada
ILG,Wilmington (DE),Greater Wilmington,USA
ILH,Illisheim,Illis Airbase,Germany
ILI,Iliamna (AK),Iliamna,USA
ILK,Ilaka,Ilaka,Madagascar
ILL,Willmar (MN),Willmar,USA
ILM,Wilmington (NC),New Hanover County,USA
ILN,Wilmington (OH),Clinton Field,USA
ILO,Iloilo,Iloilo International Airport,Philippines
ILP,Ile Des Pins,Ile Des Pins,New Caledonia
ILQ,Ilo,Ilo,Peru
ILR,Ilorin,Ilorin,Nigeria
ILU,Kilaguni,Kilaguni,Kenya
ILX,Ileg,Ileg,Papua New Guinea
ILY,Islay,Glenegedale,United Kingdom
ILZ,Zilina,Zilina,Slovakia
IMA,Iamalele,Iamalele,Papua New Guinea
IMB,Imbaimadai,Imbaimadai,Guyana
IMD,Imonda,Imonda,Papua New Guinea
IMF,Imphal,Municipal,India
IMG,Inhaminga,Inhaminga,Mozambique
IMI,Ine Island,Ine Island,Marshall Islands
IMK,Simikot,Simikot,Nepal
IML,Imperial (NE),Imperial,USA
IMM,Immokalee (FL),Immokalee,USA
IMN,Imane,Imane,Papua New Guinea
IMO,Zemio,Zemio,Central African Republic
IMP,Imperatriz,Imperatriz,Brazil
IMT,Iron Mountain (MI),Ford,USA
IMZ,Nimroz,Nimroz,Afghanistan
INA,Inta,Inta,Russia
INB,Independence,Independence,Belize
INC,Yinchuan,Yinchuan,PR China
IND,Indianapolis (IN),Indianapolis International,USA
INE,Chinde,Chinde,Mozambique
INF,In Guezzam,In Guezzam,Algeria
ING,Lago Argentino,Lago Argentino,Argentina
INH,Inhambane,Inhambane,Mozambique
INI,Nis,Nis,Serbia
INJ,Injune,Injune,Australia
INK,Wink (TX),Wink,USA
INL,International Falls (MN),Falls International,USA
INM,Innamincka,Innamincka,Australia
INN,Innsbruck,Kranebitten,Austria
INO,Inongo,Inongo,Congo (DRC)
INQ,Inisheer,Inisheer,Ireland
INR,Sault Ste Marie (MI),Kincheloe AFB,USA
INS,Indian Springs (NV),Af Aux,USA
INT,Winston Salem (NC),Smith-Reynolds,USA
INU,Nauru Island,Nauru International Airport,Nauru
INV,Inverness,Inverness,United Kingdom
INW,Winslow (AZ),Winslow,USA
INX,Inanwatan,Inanwatan,Indonesia
INY,Inyati,Inyati,South Africa
INZ,In Salah,In Salah,Algeria
IOA,Ioannina,Ioannina,Greece
IOK,Iokea,Iokea,Papua New Guinea
IOM,Isle Of Man,Ronaldsway,United Kingdom
ION,Impfondo,Impfondo,Congo (ROC)
IOP,Ioma,Ioma,Papua New Guinea
IOR,Inishmore,Kilronan,Ireland
IOS,Ilheus,Eduardo Gomes,Brazil
IOU,Ile Ouen,Ile Ouen,New Caledonia
IOW,Iowa City IA,Iowa City,USA
IPA,Ipota,Ipota,Vanuatu
IPC,Easter Island,Mataveri International,Chile
IPE,Ipil,Ipil,Philippines
IPG,Ipiranga,Ipiranga,Brazil
IPH,Ipoh,Ipoh,Malaysia
IPI,Ipiales,San Luis,Colombia
IPL,Imperial (CA),Imperial County Airport,USA
IPN,Ipatinga,Usiminas,Brazil
IPT,Williamsport (PA),Lycoming County,USA
IPU,Ipiau,Ipiau,Brazil
IPW,Ipswich,Ipswich,United Kingdom
IQM,Qiemo,Qiemo,PR China
IQN,Qingyang,Qingyang,PR China
IQQ,Iquique,Cavancha,Chile
IQT,Iquitos,C.F. Secada,Peru
IRA,Kirakira,Kirakira,Solomon Islands
IRB,Iraan (TX),Municipal,USA
IRC,Circle (AK),Circle City,USA
IRD,Ishurdi,Ishurdi,Bangladesh
IRE,Irece,Irece,Brazil
IRG,Lockhart River,Lockhart River,Australia
IRI,Iringa,Nduli,Tanzania
IRJ,La Rioja,La Rioja,Argentina
IRK,Kirksville (MO),Municipal,USA
IRN,Iriona,Iriona,Honduras
IRO,Birao,Birao,Central African Republic
IRP,Isiro,Matari,Congo (DRC)
IRS,Sturgis (MI),Kirsch Municipal,USA
ISA,Mount Isa,Mount Isa,Australia
ISB,Islamabad,Islamabad International,Pakistan
ISC,Isles Of Scilly,St Marys,United Kingdom
ISD,Iscuande,Iscuande,Colombia
ISE,Isparta,Isparta,Turkey
ISG,Ishigaki,New Ishigaki Airport,Japan
ISH,Ischia,Elisuperficie (Giovanni Paolo 2°) Heliport,Italy
ISI,Isisford,Isisford,Australia
ISJ,Isla Mujeres,Isla Mujeres,Mexico
ISK,Nasik,Gandhinagar Airport,India
ISL,Isabel Pass (AK),Isabel Pass,USA
ISM,Kissimmee (FL),Municipal,USA
ISN,Williston (ND),Sloulin Field International,USA
ISO,Kinston (NC),Stallings Field,USA
ISP,Islip (NY),Long Island Macarthur,USA
ISQ,Manistique (MI),Schoolcraft County,USA
ISS,Wiscasset (ME),Wiscasset,USA
IST,Istanbul,Istanbul Atatürk Airport,Turkey
ISU,Sulaimaniyah,Sulaimaniyah International Airport,"Kurdistan, Iraq"
ISW,Wisconsin Rapids (WI),Alexander Field,USA
ITA,Itacoatiara,Itacoatiara,Brazil
ITB,Itaituba,Itaituba,Brazil
ITE,Itubera,Itubera,Brazil
ITH,Ithaca (NY),Tompkins County,USA
ITI,Itambacuri,Itambacuri,Brazil
ITK,Itokama,Itokama,Papua New Guinea
ITM,Osaka,Osaka-Itami International Airport,Japan
ITN,Itabuna,Itabuna,Brazil
ITO,Hilo (HI),Hilo International,USA
ITP,Itaperuna,Itaperuna,Brazil
ITQ,Itaqui,Itaqui,Brazil
ITR,Itumbiara,Itumbiara,Brazil
IUE,Niue Island,Hanan,Niue
IUL,Ilu,Ilu,Indonesia
IUM,Summit Lake,Summit Lake,Canada
IUS,Inus,Inus,Papua New Guinea
IVA,Ambanja,Ambanja,Madagascar
IVC,Invercargill,Invercargill,New Zealand
IVG,Ivangrad (Berane),Dolac Airport,Montenegro
IVH,Ivishak (AK),Ivishak,USA
IVL,Ivalo,Ivalo,Finland
IVO,Chivolo,Chivolo,Colombia
IVR,Inverell,Inverell,Australia
IVW,Inverway,Inverway,Australia
IWA,Ivanova,Ivanova,Russia
IWD,Ironwood (MI),Gogebic County,USA
IWJ,Iwami,Iwami,Japan
IWO,Iwo Jima,Iwo Jima Air Base,Japan
IWS,Houston (TX),West Houston,USA
IXA,Agartala,Singerbhil,India
IXB,Bagdogra,Bagdogra,India
IXC,Chandigarh,Chandigarh,India
IXD,Allahabad,Bamrauli,India
IXE,Mangalore,Bajpe,India
IXG,Belgaum,Sambre,India
IXH,Kailashahar,Kailashahar,India
IXI,Lilabari,Lilabari,India
IXJ,Jammu,Satwari Airport,India
IXK,Keshod,Keshod,India
IXL,Leh,Leh,India
IXM,Madurai,Madurai,India
IXN,Khowai,Khowai,India
IXP,Pathankot,Pathankot,India
IXQ,Kamalpur,Kamalpur,India
IXR,Ranchi,Ranchi,India
IXS,Silchar,Kumbhirgram,India
IXT,Pasighat,Pasighat,India
IXU,Aurangabad,Chikkalthana,India
IXV,Along,Along,India
IXW,Jamshedpur,Sonari Airport,India
IXY,Kandla,Kandla,India
IXZ,Port Blair,Port Blair,India
IYK,Inyokern (CA),Kern County,USA
IZM,Izmir,Izmir Metropolitan Area,Turkey
IZO,Izumo,Izumo,Japan
IZT,Ixtepec,Ixtepec,Mexico
JAA,Jalalabad,Jalalabad,Afghanistan
JAB,Jabiru,Jabiru,Australia
JAC,Jackson (WY),Jackson Hole,USA
JAD,Jandakot,Jandakot,Australia
JAE,Atlanta (GA),Technology Park,USA
JAF,Jaffna,Kankesanturai,Sri Lanka
JAG,Jacobabad,Jacobabad,Pakistan
JAH,Aubagne,Agora Helipad,France
JAI,Jaipur,Sanganeer,India
JAJ,Atlanta (GA),Perimeter Mall,USA
JAK,Jacmel,Jacmel,Haiti
JAL,Jalapa,Jalapa,Mexico
JAM,Jambol,Jambol,Bulgaria
JAN,Jackson (MS),Jackson International,USA
JAO,Atlanta (GA),Beaver Ruin,USA
JAP,Punta Renes,Punta Renes,Costa Rica
JAQ,Jacquinot Bay,Jacquinot Bay,Papua New Guinea
JAS,Jasper (TX),County,USA
JAT,Jabot,Jabot,Marshall Islands
JAU,Jauja,Jauja,Peru
JAV,Ilulissat,Ilulissat,Greenland
JAX,Jacksonville (FL),International,USA
JBC,Boston (MA),Boston City Heliport,USA
JBK,Berkeley (CA),Berkeley,USA
JBP,Los Angeles (CA),Commerce Bus Plaza,USA
JBQ,Santo Domingo,La Isabela International Airport,Dominican Republic
JBR,Jonesboro (AR),Jonesboro,USA
JBS,Pleasanton (CA),Hacienda Bus.Park H/P,USA
JBT,Bethel (AK),City Landing,USA
JCA,Cannes,Croisette Heliport,France
JCB,Joacaba,Joacaba,Brazil
JCC,San Francisco (CA),China Basin Heliport,USA
JCD,St Croix Island,Downtown Heliport,U.S. Virgin Islands
JCE,Oakland (CA),Convention Center H/P,USA
JCH,Qasigiannguit,Qasigiannguit,Greenland
JCI,Kansas City (MO),Johnson Industrial,USA
JCJ,Cheju,Chu Ja Heliport,South Korea
JCK,Julia Creek,Julia Creek,Australia
JCM,Jacobina,Jacobina,Brazil
JCN,Incheon,Heliport,South Korea
JCO,Comino,Heliport,Malta
JCR,Jacareacanga,Jacareacanga,Brazil
JCT,Junction (TX),Kimble County,USA
JCU,Ceuta,Ceuta Heliport,Spain
JCX,Los Angeles (CA),Citicorp Plaza H/P,USA
JCY,Johnson (TX),Johnson,USA
JDA,John Day (OR),John Day,USA
JDB,Dallas/Fort Worth (TX),Downtown Heliport,USA
JDF,Juiz De Fora,Francisco De Assis,Brazil
JDH,Jodhpur,Jodhpur,India
JDM,(FL),Downtown Heliport,USA
JDN,Jordan (MT),Jordan,USA
JDO,Juazeiro Do Norte,Regional Do Cariri,Brazil
JDP,Paris,Heliport De Paris,France
JDT,Minneapolis (MN),Downtown Heliport,USA
JDY,Downey (CA),Heliport,USA
JDZ,Jingdezhen,Jingdezhen,PR China
JED,Jeddah,King Abdulaziz International,Saudi Arabia
JEE,Jeremie,Jeremie,Haiti
JEF,Jefferson City (MO),Jefferson Memorial,USA
JEG,Aasiaat,Aasiaat,Greenland
JEJ,Jeh,Jeh,Marshall Islands
JEM,Emeryville (CA),Heliport,USA
JEQ,Jequie,Jequie,Brazil
JER,Jersey,States,United Kingdom
JEV,Evry,Heliport,France
JFK,New York (NY),John F Kennedy International,USA
JFM,Fremantle,Heliport,Australia
JFN,Jefferson (OH),Ashtabula,USA
JFR,Paamiut,Paamiut,Greenland
JGA,Jamnagar,Govardhanpur,India
JGB,Jagdalpur,Jagdalpur,India
JGC,Grand Canyon (AZ),Heliport,USA
JGE,Geoje,Heliport,South Korea
JGL,Atlanta (GA),Galleria,USA
JGN,Jiayuguan,Jiayuguan Airport,PR China
JGO,Qeqertarsuaq,Qeqertarsuaq,Greenland
JGP,Houston (TX),Greenway Plaza H/P,USA
JGQ,Houston (TX),Transco Twr Galleria,USA
JGR,Groennedal,Heliport,Greenland
JGX,Glendale (CA),Heliport,USA
JHB,Johor Bahru,Sultan Ismail International,Malaysia
JHC,Garden City (NY),Island Heliport,USA
JHE,Angelholm/Helsingborg,Heliport,Sweden
JHG,Jinghong,Gasa,PR China
JHM,Kapalua (HI),Kapalua,USA
JHQ,Shute Harbour,Shute Harbour H/P,Australia
JHS,Sisimiut,Sisimiut,Greenland
JHW,Jamestown (NY),Jamestown,USA
JHY,Cambridge (MA),Hyatt Regency H/P,USA
JIA,Juina,Juina,Brazil
JIB,Djibouti,Ambouli,Djibouti
JID,Los Angeles (CA),City Of Industry H/P,USA
JIJ,Jijiga,Jigiga,Ethiopia
JIK,Ikaria Island,Ikaria,Greece
JIL,Jilin,Jilin,PR China
JIM,Jimma,Jimma,Ethiopia
JIN,Jinja,Jinja,Uganda
JIO,Ontario (CA),International Heliport,USA
JIP,Jipijapa,Jipijapa,Ecuador
JIR,Jiri,Jiri,Nepal
JIU,Jiujiang,Jiujiang Lushan Airport,PR China
JIW,Jiwani,Jiwani,Pakistan
JJI,Juanjui,Juanjui,Peru
JJN,Jinjiang,Jinjiang,PR China
JJU,Qaqortoq,Heliport,Greenland
JKG,Jonkoping,Axamo,Sweden
JKH,Chios,Chios,Greece
JKR,Janakpur,Janakpur,Nepal
JKT,Jakarta,Metropolitan Area,Indonesia
JKV,Jacksonville (TX),Jacksonville,USA
JLA,Cooper Lodge (AK),Quartz Creek,USA
JLB,Long Beach (CA),Heliport,USA
JLD,Landskrona,Heliport,Sweden
JLH,Arlington Heights (IL),US Army Heliport,USA
JLN,Joplin (MO),Joplin,USA
JLO,Jesolo,Jesolo,Italy
JLP,Juan Les Pins,Juan Les Pins,France
JLR,Jabalpur,Jabalpur,India
JLS,Jales,Jales,Brazil
JLX,Los Angeles (CA),Union Station H/P,USA
JMA,Houston (TX),Marriot Astrodome,USA
JMB,Jamba,Jamba,Angola
JMC,Sausalito (CA),Marin County,USA
JMD,"Dallas, Fort Worth (TX)",Market Centre H/P,USA
JMH,Schaumburg (IL),Marriott Heliport,USA
JMK,Mikonos,Mikonos,Greece
JMM,Malmo,Malmo Harbour Heliport,Sweden
JMN,Mankato (MN),Municipal Heliport,USA
JMO,Jomsom,Jomsom,Nepal
JMS,Jamestown (ND),Jamestown,USA
JMU,Jiamusi,Jiamusi,PR China
JMY,Freetown,Mammy Yoko Heliport,Sierra Leone
JNA,Januaria,Januaria,Brazil
JNB,Johannesburg,Johannesburg International,South Africa
JNG,Jining,Jining,PR China
JNH,"Dallas, Fort Worth (TX)",North Park Inn H/P,USA
JNI,Junin,Junin,Argentina
JNN,Nanortalik,Nanortalik,Greenland
JNP,Newport Beach (CA),Heliport,USA
JNS,Narsaq,Heliport,Greenland
JNU,Juneau (AK),Juneau International,USA
JNX,Naxos,Naxos Airport,Greece
JNZ,Jinzhou,Jinzhou,PR China
JOC,Santa Ana (CA),Centerport Heliport,USA
JOE,Joensuu,Joensuu,Finland
JOG,Yogyakarta,Adisutjipto,Indonesia
JOH,Port Saint Johns,Port Saint Johns,South Africa
JOI,Joinville,Cubatao,Brazil
JOK,Joshkar-Ola,Joshkar-Ola,Russia
JOL,Jolo,Jolo,Philippines
JOM,Njombe,Njombe,Tanzania
JON,Johnston Island,Johnston Island,US Minor Outlying Islands
JOP,Josephstaal,Josephstaal,Papua New Guinea
JOR,Orange (CA),The City Heliport,USA
JOS,Jos,Jos,Nigeria
JOT,Joliet (IL),Municipal,USA
JPA,Joao Pessoa,Castro Pinto Intl.,Brazil
JPD,Pasadena (CA),Heliport,USA
JPN,"Washington, DC",Pentagon Army,USA
JPR,Ji-Parana,Ji-Parana,Brazil
JPT,Houston (TX),Park Ten Heliport,USA
JPU,Paris,La Defense Heliport,France
JQA,Qaarsut,Qaarsut,Greenland
JQE,Jaque,Jaque,Panama
JRA,New York (NY),West 30th St Heliport,USA
JRB,New York (NY),Downtown Manhattan H/P,USA
JRC,Rochester (MN),Municipal Heliport,USA
JRD,Riverside (CA),Heliport,USA
JRE,New York (NY),East 60th Street H/P,USA
JRH,Jorhat,Rowriah,India
JRK,Arsuk,Arsuk,Greenland
JRN,Juruena,Juruena,Brazil
JRO,Kilimanjaro,Kilimanjaro,Tanzania
JRS,Jerusalem,Atarot,Israel
JSA,Jaisalmer,Jaisalmer,India
JSD,Stratford (CT),Sikorsky Heliport,USA
JSG,San Rafael (CA),San Rafael H/P,USA
JSH,Sitia,Sitia,Greece
JSI,Skiathos,Skiathos,Greece
